stem,source,num_objects,mean_miou,min_miou,max_miou,mean_coverage,mean_fill,classes
apple001S(1),raw_gt_box_prompt,2,0.7675176561736312,0.7169751116783663,0.8180602006688963,0.7711056981397417,0.7757689679478562,apple;coin
apple001S(2),raw_gt_box_prompt,2,0.7289362891924802,0.6582832148715145,0.7995893635134459,0.7291466178323301,0.7294096636524068,apple;coin
apple001T(1),raw_gt_box_prompt,2,0.7255514266917906,0.6970675275760021,0.7540353258075793,0.7258074263394414,0.7261469325122809,apple;coin
apple001T(2),raw_gt_box_prompt,2,0.6943659931423543,0.6491389207807118,0.7395930655039967,0.6943659931423543,0.6943659931423543,apple;coin
apple002S(1),raw_gt_box_prompt,2,0.7740628707833994,0.7428288822947576,0.8052968592720413,0.7750182176891172,0.7763021764149813,apple;coin
apple002S(2),raw_gt_box_prompt,2,0.7764209712319351,0.7750984647536372,0.777743477710233,0.7767015329349105,0.7770635020468797,apple;coin
apple002S(3),raw_gt_box_prompt,2,0.7557980589977964,0.7266577460600654,0.7849383719355275,0.7557980589977964,0.7557980589977964,apple;coin
apple002S(4),raw_gt_box_prompt,2,0.7554625732334652,0.7147344583242019,0.7961906881427286,0.7554625732334652,0.7554625732334652,apple;coin
apple002S(5),raw_gt_box_prompt,2,0.7885151640864062,0.7837946896941328,0.7932356384786796,0.7912541459358047,0.7947486603608351,apple;coin
apple002S(6),raw_gt_box_prompt,2,0.7647989355881305,0.7437776759810658,0.7858201951951952,0.7647989355881305,0.7647989355881305,apple;coin
apple002S(7),raw_gt_box_prompt,2,0.7711186965128853,0.7435167372066179,0.7987206558191529,0.7712045397322365,0.7713199953972611,apple;coin
apple002S(8),raw_gt_box_prompt,2,0.7826869524657014,0.7523128352639353,0.8130610696674675,0.7828961811877062,0.7831564202633422,apple;coin
apple002T(1),raw_gt_box_prompt,2,0.7166652955353582,0.7123308047002826,0.7209997863704337,0.7166652955353582,0.7166652955353582,apple;coin
apple002T(2),raw_gt_box_prompt,2,0.7332132859432982,0.7143730886850153,0.752053483201581,0.7338698788556925,0.7347889965027513,apple;coin
apple002T(3),raw_gt_box_prompt,2,0.7650135738563473,0.7552076531278569,0.7748194945848376,0.7658896700736526,0.7670203801595865,apple;coin
apple002T(4),raw_gt_box_prompt,2,0.7358420877744549,0.7354978354978355,0.7361863400510743,0.7358420877744549,0.7358420877744549,apple;coin
apple002T(5),raw_gt_box_prompt,2,0.7322549591456714,0.6880733944954128,0.77643652379593,0.7326499496132348,0.7332240024260936,apple;coin
apple002T(6),raw_gt_box_prompt,2,0.7369833626549562,0.7130394857667585,0.7609272395431539,0.7374061955657181,0.7379618766989308,apple;coin
apple003S(1),raw_gt_box_prompt,2,0.7668299265050258,0.7303790710090764,0.8032807820009752,0.7768795547942494,0.7906297521096713,apple;coin
apple003S(2),raw_gt_box_prompt,2,0.7522010822785998,0.7189586114819759,0.7854435530752238,0.7522010822785998,0.7522010822785998,apple;coin
apple003S(3),raw_gt_box_prompt,2,0.7811453729992599,0.7515891433760468,0.8107016026224731,0.7815629225233578,0.7821184780789133,apple;coin
apple003S(4),raw_gt_box_prompt,2,0.805299257336865,0.7991331128093989,0.8114654018643311,0.8064514477157685,0.8078930668584066,apple;coin
apple003S(5),raw_gt_box_prompt,2,0.7536880082562876,0.7145454545454546,0.7928305619671204,0.7536880082562876,0.7536880082562876,apple;coin
apple003S(6),raw_gt_box_prompt,2,0.7591473425421186,0.725796568627451,0.7924981164567861,0.7591473425421186,0.7591473425421186,apple;coin
apple003T(1),raw_gt_box_prompt,2,0.7680918513613975,0.7511177347242921,0.7850659679985028,0.7691082228605793,0.7704028548286076,apple;coin
apple003T(2),raw_gt_box_prompt,2,0.7502434094278965,0.7355769230769231,0.7649098957788699,0.7523098574926639,0.7550668850086467,apple;coin
apple004S(1),raw_gt_box_prompt,2,0.7638007642734108,0.7278550764568122,0.7997464520900095,0.7638007642734108,0.7638007642734108,apple;coin
apple004S(2),raw_gt_box_prompt,2,0.7570316157294076,0.7414132436035807,0.7726499878552344,0.757055152657776,0.757086898689522,apple;coin
apple004S(3),raw_gt_box_prompt,2,0.7006533954612573,0.6300464888671398,0.7712603020553749,0.7026702889247571,0.7058714708996401,apple;coin
apple004S(4),raw_gt_box_prompt,2,0.8103456412068156,0.7910747957259585,0.8296164866876727,0.8360828450308092,0.868617320864254,apple;coin
apple004T(1),raw_gt_box_prompt,2,0.7206712294627229,0.6898395721925134,0.7515028867329325,0.7206712294627229,0.7206712294627229,apple;coin
apple004T(2),raw_gt_box_prompt,2,0.7342759731821962,0.7057531840140536,0.7627987623503386,0.7350471578639001,0.736058151483407,apple;coin
apple004T(3),raw_gt_box_prompt,2,0.7335263901679705,0.7309316556063087,0.7361211247296323,0.7335263901679705,0.7335263901679705,apple;coin
apple005S(1),raw_gt_box_prompt,2,0.743044313703334,0.689834829841481,0.796253797565187,0.743044313703334,0.743044313703334,apple;coin
apple005S(5),raw_gt_box_prompt,2,0.786782436242137,0.7644671841919548,0.8090976882923192,0.786782436242137,0.786782436242137,apple;coin
apple005S(6),raw_gt_box_prompt,2,0.7605627074476,0.7397477731722374,0.7813776417229628,0.7618695080556825,0.7636055222115459,apple;coin
apple005T(1),raw_gt_box_prompt,2,0.7344996392463492,0.6931297709923664,0.7758695075003319,0.7368587765872323,0.7402623778169204,apple;coin
apple005T(5),raw_gt_box_prompt,2,0.7384955322455322,0.725,0.7519910644910645,0.7384955322455322,0.7384955322455322,apple;coin
apple005T(6),raw_gt_box_prompt,2,0.7305320637235725,0.7231578947368421,0.7379062327103029,0.7305320637235725,0.7305320637235725,apple;coin
apple006S(1),raw_gt_box_prompt,2,0.7649426305427196,0.7134918184624884,0.8163934426229508,0.7649426305427196,0.7649426305427196,apple;coin
apple006S(2),raw_gt_box_prompt,2,0.7558107879439402,0.7101449275362319,0.8014766483516483,0.7559733669108669,0.7562023046398046,apple;coin
apple006S(3),raw_gt_box_prompt,2,0.7759350254524887,0.739423076923077,0.8124469739819005,0.7759350254524887,0.7759350254524887,apple;coin
apple006S(4),raw_gt_box_prompt,2,0.7809177032586605,0.7427504002846469,0.8190850062326741,0.7814746859460346,0.7821546919077307,apple;coin
apple006T(1),raw_gt_box_prompt,2,0.741900219150739,0.7344687753446878,0.7493316629567902,0.742437111530377,0.7431681056824238,apple;coin
apple006T(2),raw_gt_box_prompt,2,0.7251097068769112,0.6903364632237872,0.7598829505300353,0.727208481438403,0.7299704522919769,apple;coin
apple006T(3),raw_gt_box_prompt,2,0.7613439540237716,0.7449118046132972,0.777776103434246,0.7625843981494301,0.7641792583157189,apple;coin
apple006T(4),raw_gt_box_prompt,2,0.7135431689040288,0.6789915966386555,0.748094741169402,0.7135431689040288,0.7135431689040288,apple;coin
apple007S(1),raw_gt_box_prompt,2,0.7778048898936946,0.7581427581427581,0.797467021644631,0.7778048898936946,0.7778048898936946,apple;coin
apple007S(2),raw_gt_box_prompt,2,0.7667242883314984,0.7250893211591901,0.8083592555038067,0.7673024985449517,0.7680792007929501,apple;coin
apple007S(3),raw_gt_box_prompt,2,0.7604651887318863,0.7386134991768795,0.7823168782868931,0.7604651887318863,0.7604651887318863,apple;coin
apple007S(4),raw_gt_box_prompt,2,0.7714590219346031,0.7295,0.8134180438692062,0.7716780273180983,0.771947268190176,apple;coin
apple007T(1),raw_gt_box_prompt,2,0.7574503655186308,0.7327210103329507,0.7821797207043109,0.7582236230371977,0.7592122161930913,apple;coin
apple007T(2),raw_gt_box_prompt,2,0.7165054973394315,0.6624412185647107,0.7705697761141522,0.7168365074260696,0.7172660727904255,apple;coin
apple007T(3),raw_gt_box_prompt,2,0.7549856460117689,0.7504235533300704,0.7595477386934674,0.7568072899477997,0.7592179288251555,apple;coin
apple007T(4),raw_gt_box_prompt,2,0.7327701724197297,0.7093220338983051,0.7562183109411543,0.7345145533421003,0.7368212694016462,apple;coin
apple008S(1),raw_gt_box_prompt,2,0.7656058156971582,0.7300480769230769,0.8011635544712395,0.7656434078309078,0.7656903297528297,apple;coin
apple008S(2),raw_gt_box_prompt,2,0.7932446020864077,0.7535087719298246,0.8329804322429907,0.7932446020864077,0.7932446020864077,apple;coin
apple008S(3),raw_gt_box_prompt,2,0.7456202009407198,0.731218148939668,0.7600222529417715,0.7456202009407198,0.7456202009407198,apple;coin
apple008S(4),raw_gt_box_prompt,2,0.7556080452857505,0.7075517075517076,0.8036643830197934,0.7562257000662224,0.7569942482232914,apple;coin
apple008T(1),raw_gt_box_prompt,2,0.7620023644726843,0.7469682835820896,0.777036445363279,0.7626057104184958,0.763382181006731,apple;coin
apple008T(2),raw_gt_box_prompt,2,0.7321160489529979,0.7077294685990339,0.7565026293069618,0.7322407785178449,0.7324056550959492,apple;coin
apple008T(3),raw_gt_box_prompt,2,0.7116043373595018,0.7066004552038072,0.7166082195151963,0.7119702240906554,0.7124880368495616,apple;coin
apple008T(4),raw_gt_box_prompt,2,0.7653743975020821,0.7625084516565247,0.7682403433476395,0.7672073929529972,0.7695950940100913,apple;coin
apple009S(1),raw_gt_box_prompt,2,0.7816764556984388,0.7808137364688317,0.782539174928046,0.7830577026374967,0.7848227860778048,apple;coin
apple009S(2),raw_gt_box_prompt,2,0.7329137480453269,0.7070868945868946,0.7587406015037594,0.7329137480453269,0.7329137480453269,apple;coin
apple009S(3),raw_gt_box_prompt,2,0.7702725510780135,0.7502836074872377,0.7902614946687895,0.7702725510780135,0.7702725510780135,apple;coin
apple009S(4),raw_gt_box_prompt,2,0.7536129319260674,0.7195072424529579,0.7877186213991769,0.7536129319260674,0.7536129319260674,apple;coin
apple009T(1),raw_gt_box_prompt,2,0.7390164525700562,0.7140232700551132,0.7640096350849992,0.739790106382807,0.7408027294928083,apple;coin
apple009T(2),raw_gt_box_prompt,2,0.7187535596725386,0.6806966618287373,0.7568104575163399,0.7191695201941006,0.7197191433096786,apple;coin
apple009T(3),raw_gt_box_prompt,2,0.7275922346423263,0.7096153846153846,0.745569084669268,0.7275922346423263,0.7275922346423263,apple;coin
apple009T(4),raw_gt_box_prompt,2,0.7312769812145592,0.7212121212121212,0.7413418412169973,0.7312769812145592,0.7312769812145592,apple;coin
apple010S(1),raw_gt_box_prompt,2,0.770963860346702,0.7640510948905109,0.7778766258028931,0.7723573013087881,0.7741697723440029,apple;coin
apple010S(2),raw_gt_box_prompt,2,0.7723973847959185,0.7491877842755036,0.7956069853163333,0.7723973847959185,0.7723973847959185,apple;coin
apple010S(3),raw_gt_box_prompt,2,0.7615702073173338,0.7320463320463321,0.7910940825883355,0.7615702073173338,0.7615702073173338,apple;coin
apple010S(4),raw_gt_box_prompt,2,0.7783856417183062,0.768818313054238,0.7879529703823742,0.7815495094297162,0.7856277346022249,apple;coin
apple010T(1),raw_gt_box_prompt,2,0.7069115554861991,0.7025013896609227,0.7113217213114754,0.7072689431981456,0.7077776791482895,apple;coin
apple010T(2),raw_gt_box_prompt,2,0.7344987839362872,0.7308464849354376,0.7381510829371368,0.7355034084971226,0.7368757940671808,apple;coin
apple010T(3),raw_gt_box_prompt,2,0.7072142312121743,0.6771428571428572,0.7372856052814916,0.7073488081014963,0.7075313383019477,apple;coin
apple010T(4),raw_gt_box_prompt,2,0.755934651572046,0.7519671570304481,0.7599021461136439,0.7572794153130238,0.7590633979490111,apple;coin
apple011S(1),raw_gt_box_prompt,2,0.7587433563489119,0.7254380128631626,0.7920486998346611,0.7610716229302671,0.7642361873765129,apple;coin
apple011S(2),raw_gt_box_prompt,2,0.746100442983674,0.6990049751243781,0.7931959108429697,0.746100442983674,0.746100442983674,apple;coin
apple011S(3),raw_gt_box_prompt,2,0.7972151444211748,0.7819963257807716,0.8124339630615781,0.797412674825099,0.7976558089294141,apple;coin
apple011S(4),raw_gt_box_prompt,2,0.7332073435578365,0.668918918918919,0.7974957681967539,0.7334755262174617,0.7338118071989039,apple;coin
apple011S(5),raw_gt_box_prompt,2,0.7748526203312429,0.7348551360842844,0.8148501045782013,0.7750610315838089,0.7753167979528566,apple;coin
apple011T(1),raw_gt_box_prompt,2,0.7411431301873,0.7071172555043522,0.7751690048702479,0.7418063431925227,0.7426619153336376,apple;coin
apple011T(2),raw_gt_box_prompt,2,0.7197828910980487,0.714922711058264,0.7246430711378334,0.7197828910980487,0.7197828910980487,apple;coin
apple011T(3),raw_gt_box_prompt,2,0.74111898992941,0.735632183908046,0.7466057959507741,0.74111898992941,0.74111898992941,apple;coin
apple011T(4),raw_gt_box_prompt,2,0.7386958875201985,0.7335745707393218,0.7438172043010752,0.7386958875201985,0.7386958875201985,apple;coin
apple011T(5),raw_gt_box_prompt,2,0.7355802989146165,0.6996724615772235,0.7714881362520096,0.7359691538220017,0.7364731860800662,apple;coin
apple012S(1),raw_gt_box_prompt,2,0.7790700819249639,0.7420091324200914,0.8161310314298362,0.7790700819249639,0.7790700819249639,apple;coin
apple012S(2),raw_gt_box_prompt,2,0.7999469696466293,0.7681311018131102,0.8317628374801482,0.802750621994226,0.8063764543186123,apple;coin
apple012S(3),raw_gt_box_prompt,2,0.7723421911397033,0.7181467181467182,0.8265376641326884,0.7727406895418634,0.7732228192976542,apple;coin
apple012S(4),raw_gt_box_prompt,2,0.7731185623528822,0.7288522288522289,0.8173848958535356,0.7739684329568695,0.7750081764220332,apple;coin
apple012T(1),raw_gt_box_prompt,2,0.7600140067745371,0.7527486576323191,0.7672793559167552,0.7606888582862464,0.761585374679689,apple;coin
apple012T(2),raw_gt_box_prompt,2,0.7671339700293481,0.7580947283917581,0.7761732116669382,0.7694424481563066,0.7724792901761994,apple;coin
apple012T(3),raw_gt_box_prompt,2,0.754549536508292,0.71238570241064,0.796713370605944,0.7562890456287044,0.7586194488742841,apple;coin
