stem,source,num_objects,mean_miou,min_miou,max_miou,mean_coverage,mean_fill,classes
apple012T(4),raw_gt_box_prompt,2,0.7449088036765761,0.7333333333333333,0.756484274019819,0.7449088036765761,0.7449088036765761,apple;coin
apple012T(5),raw_gt_box_prompt,2,0.6879472720319791,0.6450653983353151,0.7308291457286432,0.6879472720319791,0.6879472720319791,apple;coin
apple013S(1),raw_gt_box_prompt,2,0.7549945490630958,0.7328874024526199,0.7771016956735717,0.7549945490630958,0.7549945490630958,apple;coin
apple013S(2),raw_gt_box_prompt,2,0.7706546603747242,0.7192982456140351,0.8220110751354132,0.7714896322066537,0.7725053993382486,apple;coin
apple013S(3),raw_gt_box_prompt,2,0.7646897074067346,0.7383977900552486,0.7909816247582205,0.766843966032903,0.7697614431098688,apple;coin
apple013S(4),raw_gt_box_prompt,2,0.7892209650543279,0.7694571615434925,0.8089847685651633,0.7949664292908641,0.8023677100463127,apple;coin
apple013S(5),raw_gt_box_prompt,2,0.7619821276131624,0.6981726528040327,0.8257916024222922,0.7626752779643764,0.7635146548110056,apple;coin
apple013S(6),raw_gt_box_prompt,2,0.7694545958874166,0.7268563162970106,0.8120528754778227,0.7709776737105392,0.7728532631815157,apple;coin
apple013S(7),raw_gt_box_prompt,2,0.780692379033978,0.7559343979283556,0.8054503601396005,0.7836657606455544,0.78743047549689,apple;coin
apple013S(8),raw_gt_box_prompt,2,0.7884587282737046,0.7560819462227913,0.8208355103246178,0.7916911780247368,0.7956291774294578,apple;coin
apple013T(1),raw_gt_box_prompt,2,0.7198634545990193,0.6645851917930419,0.7751417174049968,0.7206686642725892,0.7217074545421488,apple;coin
apple013T(2),raw_gt_box_prompt,2,0.7414505443513796,0.7136904761904762,0.769210612512283,0.7414505443513796,0.7414505443513796,apple;coin
apple013T(3),raw_gt_box_prompt,2,0.7387856358078855,0.7092245989304813,0.7683466726852897,0.7387856358078855,0.7387856358078855,apple;coin
apple013T(4),raw_gt_box_prompt,2,0.7439694832879231,0.7414678899082568,0.7464710766675893,0.7454213581244535,0.7473663428424308,apple;coin
apple013T(5),raw_gt_box_prompt,2,0.7357473463686804,0.7204635387224421,0.7510311540149188,0.7361550789882177,0.7367210099446411,apple;coin
apple013T(6),raw_gt_box_prompt,2,0.733389159295895,0.7084175084175084,0.7583608101742817,0.733389159295895,0.733389159295895,apple;coin
apple013T(7),raw_gt_box_prompt,2,0.751789392941359,0.7258592471358429,0.7777195387468753,0.7546003513132107,0.7582147112872197,apple;coin
apple013T(8),raw_gt_box_prompt,2,0.721390628339537,0.664080459770115,0.7787007969089592,0.721390628339537,0.721390628339537,apple;coin
apple014S(1),raw_gt_box_prompt,2,0.7716639424889529,0.7187320711417097,0.8245958138361961,0.7785228508393351,0.7868407542718946,apple;coin
apple014S(2),raw_gt_box_prompt,2,0.7850967758468319,0.7456896551724138,0.8245038965212501,0.7868698628692842,0.7892272569660813,apple;coin
apple014S(3),raw_gt_box_prompt,2,0.7743862833965368,0.7200584225900681,0.8287141442030055,0.7802763148818836,0.787383749365232,apple;coin
apple014S(4),raw_gt_box_prompt,2,0.7792566519614914,0.7707395812952456,0.7877737226277373,0.7849440224136354,0.7921635707290742,apple;coin
apple014S(5),raw_gt_box_prompt,2,0.7441369560611353,0.7103296703296703,0.7779442417926004,0.7441369560611353,0.7441369560611353,apple;coin
apple014S(6),raw_gt_box_prompt,2,0.7595095943837837,0.7315334773218143,0.7874857114457532,0.7603465602756461,0.7614554909763931,apple;coin
apple014S(7),raw_gt_box_prompt,2,0.7711237801735638,0.7359132468637041,0.8063343134834234,0.772838881296085,0.7750682906503465,apple;coin
apple014S(8),raw_gt_box_prompt,2,0.7588220680076193,0.722718253968254,0.7949258820469847,0.7596853171845208,0.7607712664489712,apple;coin
apple014T(1),raw_gt_box_prompt,2,0.734493456430163,0.7315540187656455,0.7374328940946804,0.7354858422675793,0.7368315726321499,apple;coin
apple014T(2),raw_gt_box_prompt,2,0.7328684172376101,0.7155989658144212,0.750137868660799,0.7332411009958875,0.733737921345649,apple;coin
apple014T(3),raw_gt_box_prompt,2,0.7415974907071967,0.7288989669942051,0.7542960144201882,0.7421118315778052,0.7427937135721095,apple;coin
apple014T(4),raw_gt_box_prompt,2,0.7314861756238515,0.6793785310734464,0.7835938201742567,0.7319001231291701,0.7324283910846607,apple;coin
apple014T(5),raw_gt_box_prompt,2,0.7612787930379039,0.7396499027507641,0.7829076833250438,0.7624589961437319,0.7639664575353682,apple;coin
apple014T(6),raw_gt_box_prompt,2,0.7138209215707565,0.6952853598014889,0.7323564833400241,0.7138209215707565,0.7138209215707565,apple;coin
apple014T(7),raw_gt_box_prompt,2,0.7453978646911549,0.7450508293204923,0.7457449000618175,0.7475025280508173,0.7503273868078795,apple;coin
apple014T(8),raw_gt_box_prompt,2,0.7385283728827333,0.7011000804936947,0.775956665271772,0.7390936242241687,0.7398998591072646,apple;coin
apple015S(1),raw_gt_box_prompt,2,0.7744255187540763,0.7308043875685558,0.8180466499395966,0.7773309855530844,0.7811398267688247,apple;coin
apple015S(10),raw_gt_box_prompt,2,0.7790559334445226,0.7319955406911929,0.8261163261978524,0.7793544137022398,0.7797157190635451,apple;coin
apple015S(11),raw_gt_box_prompt,2,0.7618750398047084,0.7311237928007024,0.7926262868087144,0.7622549229999198,0.7627341945072288,apple;coin
apple015S(12),raw_gt_box_prompt,2,0.7809735657099218,0.7458639705882353,0.8160831608316084,0.7811848386742757,0.7814437252369375,apple;coin
apple015S(13),raw_gt_box_prompt,2,0.7656257998921261,0.7284615384615385,0.8027900613227138,0.7666778591778591,0.7679883628031776,apple;coin
apple015S(2),raw_gt_box_prompt,2,0.7930021358708925,0.7496392496392497,0.8363650221025355,0.7945162081954535,0.7963265090623581,apple;coin
apple015S(3),raw_gt_box_prompt,2,0.7695226648351647,0.7111607142857143,0.8278846153846153,0.77068939141077,0.7720986778667853,apple;coin
apple015S(4),raw_gt_box_prompt,2,0.7874076536074058,0.7620738636363636,0.812741443578448,0.7874076536074058,0.7874076536074058,apple;coin
apple015S(5),raw_gt_box_prompt,2,0.790306898621747,0.7622360844529751,0.8183777127905187,0.7912288488190282,0.7924213697259008,apple;coin
apple015S(6),raw_gt_box_prompt,2,0.772761945445525,0.7363949483352469,0.8091289425558033,0.774206273664795,0.7759913145196033,apple;coin
apple015S(7),raw_gt_box_prompt,2,0.7378827471716676,0.6927631578947369,0.7830023364485982,0.7381868574253527,0.7386258389881271,apple;coin
apple015S(8),raw_gt_box_prompt,2,0.8097063743476147,0.7538912700203023,0.865521478674927,0.8119107318960854,0.8146180027718597,apple;coin
apple015S(9),raw_gt_box_prompt,2,0.7973610596778881,0.7547646383467279,0.8399574810090482,0.7983542526452974,0.7995366850777299,apple;coin
apple015T(1),raw_gt_box_prompt,2,0.7263908257905579,0.7164385364569623,0.7363431151241535,0.7270568982601411,0.7279614663288883,apple;coin
apple015T(10),raw_gt_box_prompt,2,0.7617185635037124,0.7397629310344828,0.783674195972942,0.7629937407881069,0.7646209186267385,apple;coin
apple015T(11),raw_gt_box_prompt,2,0.7350112917912089,0.713094245204337,0.7569283383780809,0.7358303178099433,0.7369607365513637,apple;coin
apple015T(12),raw_gt_box_prompt,2,0.7348872954734774,0.7044776119402985,0.7652969790066564,0.7348872954734774,0.7348872954734774,apple;coin
apple015T(13),raw_gt_box_prompt,2,0.732897959244458,0.7197231833910035,0.7460727350979126,0.735078041911952,0.7380001198340299,apple;coin
apple015T(2),raw_gt_box_prompt,2,0.7501055848751805,0.7471011219034711,0.75311004784689,0.7501055848751805,0.7501055848751805,apple;coin
apple015T(3),raw_gt_box_prompt,2,0.7335121259200126,0.6893226176808266,0.7777016341591987,0.7342103160225003,0.7351080769012498,apple;coin
apple015T(4),raw_gt_box_prompt,2,0.7574829993963874,0.7436079545454546,0.7713580442473204,0.7581510847107438,0.7590172004132232,apple;coin
apple015T(5),raw_gt_box_prompt,2,0.7364791116014906,0.7253814147018031,0.7475768085011782,0.7369108006005196,0.7375059206163896,apple;coin
apple015T(6),raw_gt_box_prompt,2,0.7447443677054106,0.7294776119402985,0.7600111234705228,0.7447443677054106,0.7447443677054106,apple;coin
apple015T(7),raw_gt_box_prompt,2,0.7474621760093267,0.7205630587787711,0.7743612932398825,0.7483450647347523,0.7495050503320887,apple;coin
apple015T(8),raw_gt_box_prompt,2,0.7345473404326024,0.7138318670576735,0.7552628138075314,0.7345473404326024,0.7345473404326024,apple;coin
apple015T(9),raw_gt_box_prompt,2,0.7422351766503634,0.7185265438786566,0.7659438094220703,0.7422351766503634,0.7422351766503634,apple;coin
apple016S(1),raw_gt_box_prompt,2,0.7744391501468482,0.7330016583747927,0.8158766419189035,0.7755511315513326,0.7769140599002422,apple;coin
apple016S(10),raw_gt_box_prompt,2,0.7996233747055754,0.7771527477282562,0.8220940016828946,0.8007821836355394,0.8022035983055382,apple;coin
apple016S(11),raw_gt_box_prompt,2,0.7782296697670561,0.7504729871767921,0.8059863523573201,0.7783189737550406,0.7784297746237194,apple;coin
apple016S(12),raw_gt_box_prompt,2,0.7843234434095295,0.773773987206823,0.7948728996122361,0.7843234434095295,0.7843234434095295,apple;coin
apple016S(13),raw_gt_box_prompt,2,0.7846227360003132,0.7570289550986152,0.8122165169020111,0.7857378880806352,0.7872109520536992,apple;coin
apple016S(14),raw_gt_box_prompt,2,0.7611358702700588,0.7437810945273632,0.7784906460127545,0.7611358702700588,0.7611358702700588,apple;coin
apple016S(15),raw_gt_box_prompt,2,0.7983001400652273,0.7837358741413694,0.8128644059890853,0.8027515526080806,0.8083275643533894,apple;coin
apple016S(16),raw_gt_box_prompt,2,0.7640890883339901,0.724776119402985,0.8034020572649954,0.7641427581961928,0.7642095614383768,apple;coin
apple016S(17),raw_gt_box_prompt,2,0.786937723391325,0.764179104477612,0.809696342305038,0.786937723391325,0.786937723391325,apple;coin
apple016S(18),raw_gt_box_prompt,2,0.7735374906664791,0.7311891999205876,0.8158857814123707,0.7736481092475899,0.7737836902120225,apple;coin
apple016S(19),raw_gt_box_prompt,2,0.7840358223854211,0.7714468629961587,0.7966247817746837,0.7842849394345873,0.7845976551005638,apple;coin
apple016S(2),raw_gt_box_prompt,2,0.7722084409125888,0.7407254740313273,0.8036914077938503,0.7754503614907728,0.7797605877185361,apple;coin
apple016S(20),raw_gt_box_prompt,2,0.7683006469024629,0.7433846153846154,0.7932166784203103,0.7683705831287386,0.7684587510003662,apple;coin
apple016S(21),raw_gt_box_prompt,2,0.7779820999127155,0.7630789022298456,0.7928852975955853,0.7816158089709528,0.7863777137328576,apple;coin
apple016S(22),raw_gt_box_prompt,2,0.7696775354619442,0.7335876330054206,0.8057674379184677,0.7704893527620508,0.7715959926010849,apple;coin
apple016S(23),raw_gt_box_prompt,2,0.7750508855124711,0.7490405117270789,0.8010612592978633,0.7754307694501094,0.7759049952764479,apple;coin
apple016S(24),raw_gt_box_prompt,2,0.7592672232991875,0.7020532983835737,0.8164811482148014,0.7834230642681159,0.817712619942061,apple;coin
apple016S(25),raw_gt_box_prompt,2,0.7989502779304869,0.7881619937694704,0.8097385620915033,0.8001817810457517,0.8017442810457516,apple;coin
apple016S(3),raw_gt_box_prompt,2,0.7806351611053661,0.7470612930310663,0.814209029179666,0.7824299247867119,0.7847993417264899,apple;coin
apple016S(4),raw_gt_box_prompt,2,0.7681953028121816,0.7450289975144988,0.7913616081098644,0.7699135180280825,0.7721454914056655,apple;coin
apple016S(5),raw_gt_box_prompt,2,0.7670368080480559,0.727364185110664,0.8067094309854477,0.7673133194446917,0.767656083996605,apple;coin
apple016S(6),raw_gt_box_prompt,2,0.8047677856583068,0.7962667880719326,0.8132687832446809,0.8107311306941938,0.8181913445702327,apple;coin
apple016S(7),raw_gt_box_prompt,2,0.7592069380499707,0.7105263157894737,0.8078875603104678,0.7592069380499707,0.7592069380499707,apple;coin
apple016S(8),raw_gt_box_prompt,2,0.7918369119185926,0.7788988813336258,0.8047749425035593,0.7929619881762886,0.7943776403363256,apple;coin
apple016S(9),raw_gt_box_prompt,2,0.7693475400808756,0.7261029411764706,0.8125921389852805,0.7693475400808756,0.7693475400808756,apple;coin
apple016T(1),raw_gt_box_prompt,2,0.7576589358145177,0.7503384782020038,0.7649793934270316,0.7611305528524257,0.765755018811011,apple;coin
apple016T(10),raw_gt_box_prompt,2,0.7738270318831093,0.7737157889047044,0.7739382748615141,0.7752391255817148,0.7770637878102717,apple;coin
apple016T(11),raw_gt_box_prompt,2,0.7419820510642218,0.7298068481123793,0.7541572540160643,0.7420293811291154,0.7420921400094971,apple;coin
apple016T(12),raw_gt_box_prompt,2,0.7310325731045715,0.7180650037792895,0.7440001424298534,0.7310325731045715,0.7310325731045715,apple;coin
apple016T(13),raw_gt_box_prompt,2,0.7775378216370338,0.7731359069275515,0.781939736346516,0.7775378216370338,0.7775378216370338,apple;coin
apple016T(14),raw_gt_box_prompt,2,0.7155507193755833,0.6745762711864407,0.756525167564726,0.7157496740547589,0.7160126589331284,apple;coin
apple016T(15),raw_gt_box_prompt,2,0.7292939179939397,0.7091485986250661,0.7494392373628134,0.7292939179939397,0.7292939179939397,apple;coin
apple016T(16),raw_gt_box_prompt,2,0.7372911488690586,0.6999702646446625,0.7746120330934547,0.7378037597733116,0.738465524479194,apple;coin
apple016T(17),raw_gt_box_prompt,2,0.719297527825162,0.6905737704918032,0.7480212851585207,0.719297527825162,0.719297527825162,apple;coin
apple016T(18),raw_gt_box_prompt,2,0.758840865627668,0.7523212045169385,0.7653605267383973,0.7605876895643233,0.762906539165917,apple;coin
apple016T(19),raw_gt_box_prompt,2,0.7385932279738,0.7167717528373266,0.7604147031102734,0.7389388591636806,0.7393933890254349,apple;coin
apple016T(2),raw_gt_box_prompt,2,0.7414911755721384,0.7314814814814815,0.7515008696627953,0.7422799014881591,0.7433294357573271,apple;coin
apple016T(20),raw_gt_box_prompt,2,0.7471211516297017,0.7200741525423728,0.7741681507170306,0.7471211516297017,0.7471211516297017,apple;coin
